ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type,Loc
,50.2642,12.4399,9.678,,,,2018,5,11,20,53,,2.3,1,154.99,86.03,-36.19,247.89,53.91,-175.08,164.86,27.74,242.86,-21.57,1,,
,50.2674,12.4378,9.342,,,,2018,5,11,21,35,,2.3,1,153.43,62.16,-26.08,256.31,67.12,-149.54,153.66,37.24,66.07,-3.17,1,,
,50.2677,12.4372,9.373,,,,2018,5,11,23,33,,2.4,1,154.56,68.62,-23.05,253.38,68.62,-156.95,156.03,31.04,66.03,0,1,,
,50.2644,12.4433,8.242,,,,2018,5,11,23,47,,2.1,1,356.47,77.56,23.99,260.99,66.61,166.42,322.88,-7.38,229.31,-25.66,1,,
,50.2546,12.4465,9.311,,,,2018,5,11,23,53,,3,1,185.62,89.95,-18.48,275.64,71.52,-179.94,130.89,12.99,217.86,-12.92,1,,
,50.2534,12.4471,9.153,,,,2018,5,11,23,53,,2.2,1,280.81,65.22,-164.12,184.01,75.62,-25.64,129.68,28.17,215.94,-6.93,1,,
,50.265,12.4389,9.436,,,,2018,5,12,0,41,,2.2,1,156.99,78.69,-30.17,253.49,60.47,-166.98,158.58,29.15,61.71,12.11,1,,
,50.2674,12.439,9.184,,,,2018,5,12,1,5,,2.8,1,167.9,69.22,-36.33,272.53,56.36,-154.77,144.08,39.98,47.23,8.09,1,,
,50.2681,12.4401,8.767,,,,2018,5,12,2,30,,2.4,1,169.15,86.03,-33.05,261.73,57.04,-175.27,329.72,-25.7,49.84,19.62,1,,
,50.2667,12.44,8.932,,,,2018,5,12,2,30,,2.6,1,264.41,61.75,-165.43,167.39,77.2,-29.04,147.38,29.43,231.53,-10.25,1,,
,50.2713,12.4376,8.881,,,,2018,5,12,4,19,,2.3,1,165.64,72.06,-37.91,269.12,54.23,-157.69,148.37,39.13,229.03,-11.28,1,,
,50.2726,12.4366,8.937,,,,2018,5,12,7,34,,2.7,1,267.83,56.69,-167.16,170.7,79.3,-33.98,325.97,-31.31,226.66,-14.89,1,,
,50.2715,12.4374,8.855,,,,2018,5,12,7,42,,2.2,1,169.31,73.12,-34.36,270.54,57.31,-159.82,324.54,-35.96,227.06,-10.17,1,,
,50.2726,12.4384,8.632,,,,2018,5,12,7,53,,3.2,1,170.57,72.26,-37.14,273.57,54.9,-158.13,323.38,-38.47,224.48,-11.02,1,,
,50.27,12.4378,9.027,,,,2018,5,12,8,1,,2.4,1,162.18,71.02,-38.25,266.56,54.17,-156.35,151.28,40.09,232.22,-10.6,1,,
,50.2692,12.4372,9.255,,,,2018,5,12,8,3,,2.4,1,157.68,67.61,-27.55,258.92,64.68,-155.08,152.49,34.87,61.17,1.89,1,,
,50.2659,12.4412,8.838,,,,2018,5,12,8,4,,2.4,1,348.65,89.72,29.25,258.49,60.75,179.67,150.31,20,232.52,-20.42,1,,
,50.2725,12.4368,8.886,,,,2018,5,12,8,5,,2.1,1,269.8,57.95,-152.49,164.35,66.95,-35.22,146.01,40.7,51.13,5.65,1,,
,50.2664,12.4413,8.733,,,,2018,5,12,8,9,,2.7,1,164.37,74.06,-36.89,266.01,54.74,-160.35,150.52,37.04,231.01,-12.35,1,,
,50.2734,12.4375,8.685,,,,2018,5,12,8,11,,2.5,1,172.32,66.15,-25.5,273.24,66.81,-153.9,317.05,-34.36,227.34,0.43,1,,
,50.2742,12.4371,8.796,,,,2018,5,12,8,18,,2.1,1,278.41,62.07,-152.73,174.83,66.12,-30.82,314.63,-38.13,222.6,-2.58,1,,
,50.2699,12.4373,9.231,,,,2018,5,12,8,29,,2.4,1,158.07,72.8,-29.51,257.57,61.93,-160.42,154.86,32.81,60.26,7.1,1,,
,50.2699,12.4392,8.809,,,,2018,5,12,8,30,,2.6,1,169.35,80.66,-31.71,265.07,58.76,-169.06,327.31,-28.78,229.08,-14.59,1,,
,50.2731,12.4363,9.027,,,,2018,5,12,8,31,,2.1,1,171.2,84.54,-29.2,264.25,60.94,-173.75,146.19,24.25,228.76,-16.03,1,,
,50.2691,12.4393,8.971,,,,2018,5,12,8,35,,2.3,1,169.03,79.74,-35.38,266.23,55.27,-167.49,328.18,-31.93,47.84,16.08,1,,
,50.2651,12.4406,9.077,,,,2018,5,12,8,44,,2.1,1,164.77,73.76,-36.48,266.45,55.19,-160.09,149.86,36.97,230.75,-11.88,1,,
,50.2727,12.4378,8.732,,,,2018,5,12,8,45,,2.3,1,264.68,58.32,-151.65,158.85,66.16,-35.04,150.96,41.08,56.67,4.91,1,,
,50.2721,12.4363,8.894,,,,2018,5,12,8,45,,2.1,1,158.77,66.29,-27.13,260.42,65.32,-153.73,150.68,35.42,60.23,0.62,1,,
,50.2725,12.4362,8.921,,,,2018,5,12,8,45,,2.3,1,266.72,61.25,-157.29,165.34,70.22,-30.75,326.44,-35.41,232.31,-5.78,1,,
,50.2748,12.4373,8.677,,,,2018,5,12,8,50,,2.6,1,173.29,72.72,-24.55,271.01,66.62,-161.12,139.14,29.38,226.86,-4.04,1,,
,50.2698,12.4372,9.18,,,,2018,5,12,9,17,,2.5,1,149.69,64.85,-41.35,260.2,53.27,-147.97,160.06,46.33,242.64,-7.03,1,,
,50.2702,12.4384,8.99,,,,2018,5,12,9,30,,2.3,1,170.55,75.47,-33.25,269.89,57.94,-162.78,324.25,-33.55,226.55,-11.41,1,,
,50.2666,12.4382,9.379,,,,2018,5,12,9,49,,2.1,1,158.49,68.39,-27.32,259.27,64.74,-155.97,152.08,34.2,240.47,-2.37,1,,
,50.2744,12.4364,8.973,,,,2018,5,12,10,7,,2.4,1,176.47,84.69,-29.75,269.5,60.39,-173.89,141.1,24.51,223.34,-16.5,1,,
,50.2677,12.4368,9.336,,,,2018,5,12,10,52,,2.7,1,133.38,46.82,-25.44,241.41,71.74,-133.9,162.35,44.86,88.05,-15.21,1,,
,50.2652,12.4397,9.419,,,,2018,5,12,11,11,,2.3,1,256.47,48.91,-141.9,139.21,62.29,-47.94,349.67,-52.52,249.36,-7.81,1,,
,50.2749,12.4365,8.881,,,,2018,5,12,11,27,,2.4,1,172.02,72.71,-26.52,270.45,64.77,-160.82,320.56,-30.77,227.43,-5.24,1,,
,50.2705,12.4366,9.212,,,,2018,5,12,12,29,,2.8,1,155.84,68.67,-42.23,264.12,51.24,-152.19,157.02,44.42,236.36,-10.69,1,,
,50.2715,12.4375,8.86,,,,2018,5,12,12,34,,2.2,1,163.72,64.83,-43.93,276,51.1,-146.88,146.54,48.14,227.25,-8.24,1,,
,50.2726,12.4375,8.709,,,,2018,5,12,12,34,,2.1,1,164.64,68.86,-21.34,262.66,70.16,-157.45,146.07,29.67,56.56,-0.86,1,,
,50.2739,12.4369,8.785,,,,2018,5,12,12,59,,2.2,1,170.46,67.92,-21.11,268.72,70.5,-156.5,139.84,30.12,50.84,-1.71,1,,
,50.2753,12.4372,8.7,,,,2018,5,12,12,59,,2.8,1,271.07,62.15,-161.55,172.21,73.75,-29.11,321.11,-31.88,226.34,-7.61,1,,
,50.2745,12.4359,9.195,,,,2018,5,12,14,3,,2.1,1,267.27,60.24,-167.97,171.24,79.58,-30.31,324.71,-28.62,227.54,-12.89,1,,
,50.2749,12.4357,9.205,,,,2018,5,12,14,12,,2.1,1,168.63,81.74,-32.1,263.78,58.27,-170.28,148.52,28.26,229.84,-15.68,1,,
,50.2725,12.4366,8.944,,,,2018,5,12,15,9,,2.3,1,273.28,62.17,-166.48,176.88,78.07,-28.5,138.16,28.44,222.34,-10.6,1,,
,50.2706,12.4363,9.273,,,,2018,5,12,23,2,,2.2,1,267.57,58.67,-160.42,167.08,73.36,-32.87,146.61,34.76,229.94,-9.51,1,,
,50.2684,12.4369,9.796,,,,2018,5,13,0,55,,2.2,1,167.24,86.64,-30.52,259.22,59.54,-176.1,151.11,23.57,232.72,-18.48,1,,
,50.2617,12.444,8.692,,,,2018,5,13,16,52,,2.2,1,354.71,89.15,24.21,264.33,65.79,179.07,143.09,16.23,227.83,-17.48,1,,
,50.2631,12.444,8.631,,,,2018,5,13,16,53,,2.1,1,163.15,84.9,-29.72,256.05,60.41,-174.13,334.48,-24.33,236.71,-16.64,1,,
,50.2625,12.444,8.456,,,,2018,5,13,16,55,,2.4,1,350.3,87.19,23.19,259.1,66.84,176.95,327.62,-14.09,232.88,-18.23,1,,
,50.2585,12.4467,9.318,,,,2018,5,13,17,26,,2.1,1,183.52,51.58,-67.43,329.75,43.66,-115.81,115.12,71.99,12.27,4.14,1,,
,50.269,12.4352,9.648,,,,2018,5,13,20,8,,2.1,1,167.48,80.63,-23.56,261.54,66.77,-169.8,147.67,23.2,233.59,-9.42,1,,
,50.2694,12.4355,9.679,,,,2018,5,13,23,37,,3,1,171.68,87.69,-32.67,263.16,57.36,-177.26,147.58,24.2,227.83,-20.66,1,,
,50.2682,12.4378,9.307,,,,2018,5,13,23,40,,2.1,1,161.08,68.44,-28.35,262.3,63.79,-155.82,149.57,34.9,57.47,3.01,1,,
,50.269,12.4358,9.677,,,,2018,5,13,23,47,,2.1,1,164.28,72.89,-33.35,265.24,58.3,-159.77,149.27,35.42,232.5,-9.41,1,,
,50.274,12.4361,9.216,,,,2018,5,14,0,43,,3.3,1,179.6,84.73,-27.81,272.37,62.32,-174.05,137.53,23.17,220.82,-15.28,1,,
,50.2739,12.4353,9.411,,,,2018,5,14,0,45,,2.4,1,166.15,76.85,-29.61,263.52,61.24,-164.95,148.58,30.07,52.52,10.33,1,,
,50.2686,12.4364,9.297,,,,2018,5,14,0,48,,2.1,1,149.2,43.67,-43.86,274,61.42,-124.54,135.51,58.19,241.98,9.97,1,,
,50.2738,12.435,9.517,,,,2018,5,14,0,51,,2.4,1,169.48,77.72,-31.71,266.97,59.1,-165.64,146.01,30.9,228.52,-12.28,1,,
,50.2737,12.4351,9.555,,,,2018,5,14,0,52,,2.4,1,266.87,57.32,-168.56,170.64,80.39,-33.2,146.28,29.99,227.2,-15.29,1,,
,50.266,12.4384,9.964,,,,2018,5,14,0,52,,3,1,335.72,85.9,28.11,243.53,61.97,175.35,163.74,16.37,246.75,-22.51,1,,
,50.2647,12.4391,10.022,,,,2018,5,14,1,1,,2.8,1,341.22,84.01,26.86,248.2,63.3,173.3,158.2,14.12,62.06,23.05,1,,
,50.2707,12.4387,8.908,,,,2018,5,14,1,3,,2.1,1,172.75,80.66,-33.44,268.87,57.06,-168.85,324.33,-29.95,225.04,-15.65,1,,
,50.2708,12.4366,9.253,,,,2018,5,14,1,17,,2.1,1,182.34,75.56,-21.14,277.85,69.56,-164.56,130.95,25.04,219.05,-4.05,1,,
,50.2699,12.4355,9.637,,,,2018,5,14,1,54,,2.1,1,172.67,84.76,-26.65,265.3,63.47,-174.14,324.22,-22.36,228.09,-14.55,1,,
,50.271,12.4354,9.674,,,,2018,5,14,1,54,,3.5,1,174.05,84.41,-27.98,267.02,62.16,-173.67,143.03,23.52,226.26,-15.15,1,,
,50.2709,12.435,9.831,,,,2018,5,14,1,57,,2.7,1,166.53,87.39,-29.19,257.99,60.84,-177.01,151.68,22.13,234,-18.2,1,,
,50.2719,12.4347,9.797,,,,2018,5,14,2,41,,2.3,1,165.6,84.77,-32.01,258.87,58.14,-173.84,152.57,25.96,53.48,17.99,1,,
,50.2731,12.4344,9.727,,,,2018,5,14,2,49,,2.2,1,167.3,83.54,-33.28,261.53,56.96,-172.29,150.81,27.72,51.08,17.82,1,,
,50.2732,12.4336,9.871,,,,2018,5,14,4,54,,2.5,1,166.24,88.02,-34.49,257.6,55.54,-177.6,153.69,25.13,232.73,-22.07,1,,
,50.2645,12.4397,9.574,,,,2018,5,14,6,49,,2.1,1,156.67,86.82,-36.54,249.02,53.52,-176.05,163.56,27.36,241.25,-22.4,1,,
,50.2696,12.4362,9.316,,,,2018,5,14,7,6,,2.3,1,168.32,65.5,-20.06,266.93,71.82,-154.12,140.94,30.93,53.44,-4.16,1,,
,50.2726,12.434,9.976,,,,2018,5,14,7,48,,2.5,1,347.25,88.32,30.72,256.25,59.29,178.05,152.47,19.9,233.88,-22.44,1,,
,50.2734,12.4352,9.502,,,,2018,5,14,10,1,,2.7,1,169.92,78.56,-32.38,267.09,58.34,-166.53,146.06,30.76,227.94,-13.35,1,,
,50.2734,12.4346,9.63,,,,2018,5,14,10,4,,3.2,1,168.61,85.35,-30.83,261.38,59.29,-174.59,149.43,24.74,50.98,17.69,1,,
,50.2618,12.4415,9.904,,,,2018,5,14,14,24,,2.2,1,160.62,85.42,-31.96,253.47,58.16,-174.6,157.75,25.44,58.61,18.46,1,,
,50.2651,12.4391,10.102,,,,2018,5,15,5,11,,2.2,1,339.91,84.72,27.46,247.18,62.67,174.06,159.57,15.05,243.04,-22.94,1,,
,50.2611,12.4422,9.813,,,,2018,5,15,11,15,,2.1,1,245.91,61,-175.52,153.73,86.08,-29.08,164.08,23.02,246.56,-17.13,1,,
,50.2738,12.4352,9.496,,,,2018,5,15,22,40,,3,1,162.84,72.13,-34.31,264.67,57.55,-158.68,150.47,36.61,233.45,-9.34,1,,
,50.275,12.4356,9.22,,,,2018,5,15,22,45,,2.2,1,169.29,80.56,-33.29,265.44,57.22,-168.75,327.71,-29.92,228.54,-15.48,1,,
,50.2627,12.4408,10.158,,,,2018,5,16,0,0,,2.5,1,336.45,84.01,21.01,244.16,69.12,173.58,161.42,10.27,67.83,19.02,1,,
,50.2644,12.4395,10.218,,,,2018,5,16,0,14,,2.1,1,338.51,85.81,21.49,246.86,68.57,175.5,159.23,11.93,65.28,18.06,1,,
,50.275,12.4336,9.674,,,,2018,5,16,4,45,,2.1,1,171.67,78.7,-36.02,269.78,54.78,-166.13,145.27,33.11,224.76,-15.62,1,,
,50.2749,12.434,9.716,,,,2018,5,16,4,47,,2.1,1,165.01,81.45,-31.07,260.13,59.31,-170.04,151.79,27.77,233.78,-14.82,1,,
,50.2722,12.4346,10.076,,,,2018,5,16,8,27,,2.6,1,349.36,85.91,30.79,256.93,59.3,175.25,330.92,-18.1,232.44,-24.3,1,,
,50.1583,12.4652,9.125,,,,2018,5,18,12,21,,2.3,1,156.3,54.08,-25.24,261.76,69.8,-141.31,145.45,41.22,64.18,-9.83,1,,
,50.1569,12.4651,9.24,,,,2018,5,18,12,22,,3.1,1,152.91,34.99,-35.79,273.48,70.41,-119.59,123.72,54.73,64.71,-20.01,1,,
,50.2659,12.4383,9.981,,,,2018,5,18,21,33,,2.1,1,339.51,86.03,27.67,247.43,62.4,175.51,159.79,16.18,63.02,22.12,1,,
,50.1586,12.4641,9.043,,,,2018,5,19,2,6,,2.3,1,292.23,58.28,-99.7,130.24,33.02,-74.75,94.65,74.72,240.75,12.77,1,,
,50.243,12.4542,6.594,,,,2018,5,21,18,0,,2.2,1,283.6,58.59,-141.88,171.35,58.21,-37.82,132.35,47.82,222.6,0.23,1,,
,50.2425,12.4543,6.587,,,,2018,5,21,18,0,,2.5,1,290.6,59.01,-145.19,180.9,60.7,-36.19,304.95,-45.24,213.9,-1.03,1,,
,50.2446,12.4524,6.889,,,,2018,5,21,18,31,,2.1,1,285.48,58.33,-141.33,172.69,57.88,-38.32,130.7,48.36,221.01,0.27,1,,
,50.2441,12.4518,7.016,,,,2018,5,21,19,52,,3,1,176.35,64.52,-32.74,281.81,60.78,-150.47,132.19,40.5,220.18,-2.35,1,,
,50.2426,12.4522,6.89,,,,2018,5,21,21,4,,2.6,1,173.14,57.91,-32.04,281.53,63.29,-143.51,310.56,-43.91,223.76,3.32,1,,
,50.2435,12.4519,6.978,,,,2018,5,21,21,4,,2.6,1,173.4,58.96,-30.13,280.06,64.53,-145.17,131.26,41.97,224.38,3.47,1,,
,50.2451,12.4499,7.108,,,,2018,5,21,21,4,,2.2,1,287.74,62.35,-139.87,176.37,55.19,-34.42,304.76,-47.04,219.43,4.33,1,,
,50.2442,12.4509,7.27,,,,2018,5,21,21,4,,2.4,1,180.09,59.06,-27.73,285.21,66.48,-145.89,124.85,40.22,218.81,4.67,1,,
,50.244,12.4499,7.143,,,,2018,5,21,21,4,,3.8,1,293.61,53.73,-135.13,173.11,55.33,-45.99,127.64,55.14,216.31,-0.92,1,,
,50.2422,12.4528,6.868,,,,2018,5,21,21,6,,2.5,1,173.09,67.2,-37.93,279.9,55.49,-151.94,137.83,42.43,221.12,-7.28,1,,
,50.2375,12.4515,7.188,,,,2018,5,21,21,10,,2.6,1,283.83,60.98,-146.02,175.72,60.74,-33.78,130.13,43.52,220.27,0.15,1,,
,50.2456,12.4495,7.201,,,,2018,5,21,21,15,,2.1,1,282.04,61.12,-151.33,177.25,65.16,-32.15,311.69,-39.69,219.57,-2.55,1,,
,50.2382,12.4523,7.172,,,,2018,5,21,21,16,,3,1,171.48,62.59,-33.69,278.54,60.5,-148.07,315.76,-42.35,224.57,-1.3,1,,
,50.2428,12.4519,6.953,,,,2018,5,21,23,1,,2.4,1,283.73,58.93,-149.98,177.12,64.63,-34.83,131.62,41.91,218.43,-3.55,1,,
,50.2405,12.4474,7.413,,,,2018,5,21,23,57,,2.2,1,302.91,51.77,-140.56,185.93,60.06,-45.57,120.15,52.23,203.86,-4.86,1,,
,50.2445,12.4543,6.592,,,,2018,5,22,1,58,,2.4,1,283.78,59.17,-140.23,170.67,56.68,-37.83,311.59,-48.66,223.29,1.49,1,,
,50.2453,12.4541,6.765,,,,2018,5,22,8,59,,2.3,1,292.32,55.67,-142.07,178.6,59.49,-40.89,126.4,49.26,213.75,-2.28,1,,
,50.2415,12.4557,6.485,,,,2018,5,22,10,27,,2.9,1,181.94,63.37,-37.34,290.82,57.16,-147.76,306.1,-44.45,212.35,-3.81,1,,
,50.2395,12.4533,6.855,,,,2018,5,22,13,30,,2.1,1,176.71,79.53,-31.96,273.18,58.64,-167.71,319.57,-29.77,221.45,-13.86,1,,
,50.238,12.457,6.492,,,,2018,5,22,17,51,,2.3,1,281.48,56.68,-144.69,170.22,61.12,-38.86,316.11,-46.88,223.23,-2.69,1,,
,50.2434,12.4551,6.587,,,,2018,5,22,19,54,,2.7,1,172.94,68.59,-34.59,277.07,58.09,-154.53,138.38,39.19,222.94,-6.64,1,,
,50.243,12.4552,6.672,,,,2018,5,22,19,54,,3,1,172.95,68.63,-32.78,276.16,59.72,-155.04,138.17,37.89,223.74,-5.67,1,,
,50.2369,12.4545,6.798,,,,2018,5,22,22,2,,3,1,279.18,56.65,-130.36,156.28,50.46,-45.46,318.08,-57.02,233.51,3.52,1,,
,50.2354,12.4546,6.832,,,,2018,5,22,22,19,,2.4,1,273.11,62.84,-140.1,162.22,55.2,-33.78,139,46.58,233.92,4.63,1,,
,50.2379,12.4571,6.474,,,,2018,5,22,23,1,,2.5,1,276.01,59.81,-143.3,165.46,58.9,-35.97,138.87,46.12,229.45,0.55,1,,
,50.2443,12.4545,6.562,,,,2018,5,23,4,22,,2.2,1,174.75,61.91,-38.01,284.96,57.09,-145.89,132.18,45.81,219.16,-2.93,1,,
,50.2498,12.4541,6.223,,,,2018,5,24,4,8,,2.4,1,277.69,60.08,-125.37,152.6,45.03,-44.83,133.84,58.48,237.87,8.46,1,,
,50.2564,12.4465,8.945,,,,2018,5,25,13,44,,2.8,1,260.12,62.47,165,357.18,76.73,28.36,143.7,9.47,228.34,-29.28,1,,
,50.2575,12.4466,9.117,,,,2018,5,25,13,48,,2.1,1,251.5,61.87,168.46,347,79.84,28.62,153.61,12.04,237.29,-27.27,1,,
,50.2611,12.4443,8.92,,,,2018,5,25,13,52,,2.5,1,251.83,62.03,179.62,342.01,89.66,27.97,156.62,19.12,239.52,-19.62,1,,
,50.26,12.4444,8.51,,,,2018,5,25,13,53,,2.3,1,261.22,62.68,168.82,356.41,80.08,27.77,143.88,11.7,227.96,-26.51,1,,
,50.2606,12.4444,8.48,,,,2018,5,25,13,53,,2.3,1,260.8,62.95,165.65,357.44,77.25,27.79,323.2,-9.53,227.96,-28.53,1,,
,50.2609,12.4444,8.494,,,,2018,5,25,13,55,,2.2,1,1.98,78.25,26.66,266.14,63.94,166.9,138.16,9.59,43.21,27.04,1,,
,50.2611,12.4443,8.585,,,,2018,5,25,13,56,,2.1,1,1.43,79.71,32.32,264.99,58.26,167.88,140.51,14.22,42.14,29.89,1,,
,50.2353,12.4582,6.481,,,,2018,6,1,4,46,,2.5,1,280.85,61.62,-142.67,170.93,57.76,-34.2,312.5,-45.51,224.9,2.36,1,,
,50.2356,12.4581,6.405,,,,2018,6,1,5,5,,2.3,1,283.82,54.36,-139.8,167.6,58.37,-43.19,136.43,51.53,223.46,-2.36,1,,
